Column1;PORT_NAME;VID;coords
27913;Sunk DW;PID2622;((1.7055269914968045, 51.929954029),)
11530;No86LH;PID2623;((113.51302823335409, 23.020664881914854),)
44301;Hound Point Marine Terminal;PID2624;((-3.361894877480041, 56.00257087033242),)
44326;AUGHINISH MARINE TERMINAL;PID2625;((-9.059801776196402, 52.641330007463694),)
27972;;PID2626;((105.28889713550001, -5.483276936999999),)
27973;;PID2627;((112.77639823246278, -6.849456243),)
11607;Xiaohuangpu Handy Vessel Anchorage;PID2628;((121.46474161721798, 31.15930447820574),)
11640;452;PID2629;((36.51020140590555, 45.304861259646714),)
28030;STS operation anchorage area;PID2630;((82.41898440700001, 16.9928156115),)
28031;;PID2631;((78.28502272255719, 8.673126278445125),)
28038;No 2;PID2632;((86.73327249362751, 20.16922851),)
28039;No 1;PID2633;((86.70328987215302, 20.180051140000003),)
28041;;PID2634;((35.069440891966224, -19.94101468473673),)
28042;;PID2635;((34.95083771646023, -19.86968234181404),)
28047;;PID2636;((-56.032109911999996, -35.052354717),)
28113;No 3;PID2637;((-71.38733091509586, -17.622709510500002),)
28119;;PID2638;((-55.514173213999996, -35.191684579),)
28120;;PID2639;((-55.252911536553114, -35.162521014999996),)
44510;Liverpool Container Terminal 2;PID2640;((-3.0230724005014453, 53.45385548193008),)
44519;Cammell Laird;PID2641;((-3.010577389829212, 53.38401997927576),)
44522;Belfast Car Ferry Terminal;PID2642;((-3.025841801847308, 53.43101848382503),)
11770;Yonkers, Greystone Station;PID2643;((-73.88955759183055, 40.97536150831729),)
44545;Whitegate Marine Terminal;PID2644;((-8.25839773450637, 51.831633634865284),)
28172;No 1;PID2645;((27.145055333132824, 40.500807906000006),)
28173;Area C;PID2646;((50.427534263, 29.204226778),)
28176;Area D;PID2647;((50.3566904595, 29.151617721500003),)
28179;No.2;PID2648;((126.20767917825, 37.0988877815),)
28191;;PID2649;((72.41667516000001, 21.687475698500002),)
28223;No 2;PID2650;((-48.5039119185, -1.2802346235000002),)
28231;Prince William Sound, Alaska;PID2651;((-146.5849149085193, 60.640853018499996),)
28251;Outside Breakwater Anchorage Area F;PID2652;((-118.11779183240606, 33.645730381),)
28253;Delaware Bay and River Anchorage 1;PID2653;((-75.41080710034994, 39.3150139035),)
28254;Port Everglades, Commercial anchorage;PID2654;((-80.05389189525, 26.127152758999998),)
11876;;PID2655;((-0.16655184334303147, 39.59837541449815),)
28260;Sabine Pass Inshore Anchorage Areas;PID2656;((-93.60079255375, 29.604091546),)
11878;;PID2657;((2.658801198657029, 39.54165218397975),)
28266;Narragansett Bay, RI Brenton Point Anchorage Ground;PID2658;((-71.31566329027808, 41.3277221745),)
11885;;PID2659;((24.98602533322871, 37.41586638148874),)
28283;;PID2660;((-97.00530056658167, 26.015232474999998),)
28284;;PID2661;((-97.01879865419826, 26.0936350775),)
28285;;PID2662;((-96.90854273067497, 27.735938499),)
44669;Changi Sailing Club;PID2663;((103.97853998467326, 1.392211988568306),)
28287;;PID2664;((-96.24073829116287, 28.28350095),)
28288;;PID2665;((-96.14726523371648, 28.3177295835),)
28289;;PID2666;((-95.13907709807853, 28.855507001),)
28290;;PID2667;((-95.22010562817297, 28.792922641),)
28291;;PID2668;((-94.51749307660506, 29.2901562055),)
44678;;PID2669;((-117.15652239685278, 32.69919550046325),)
28296;Sabine Pass Inshore Anchorage Areas;PID2670;((-93.6653872830002, 29.588704047999997),)
44682;;PID2671;((-91.12065877765417, 30.188203621655703),)
28312;No. 4;PID2672;((-44.397030170743875, -23.150244788000002),)
28317;No.3;PID2673;((-46.2453761735, -24.175461223),)
28318;No.6;PID2674;((-46.400980619377435, -24.1012155815),)
28320;No. 2A;PID2675;((-50.9688771955, 0.056437533),)
28321;No. 1A;PID2676;((-50.921857191, 0.1221146055),)
11938;;PID2677;((-59.98797774805074, -33.47026475239545),)
28355;;PID2678;((-87.5635924745, 13.179034078),)
28362;;PID2679;((-95.089331427, 16.116407965),)
44765;PTTGC(7);PID2680;((101.12568925134838, 12.635816428810358),)
44800;Terminal XXI;PID2681;((-8.847728446125984, 37.934874119237065),)
44801;Terminal Multiporpose;PID2682;((-8.854335900396109, 37.93857280164957),)
44802;;PID2683;((-8.856013035401702, 37.93863005004823),)
44803;Terminal LNG;PID2684;((-8.858514362946153, 37.93506874702871),)
44806;Terminal Petroquímico;PID2685;((-8.878929326310754, 37.9505505412817),)
44807;Terminal Petrolffero;PID2686;((-8.888226030394435, 37.94530598446727),)
12083;Alfa;PID2687;((-74.2281326581724, 11.240406115539372),)
12084;CP04 - FOXTROT;PID2688;((-74.23525939229876, 11.233927197754383),)
12122;Caiqishan Anchorage;PID2689;((121.1551017828339, 30.569167071953416),)
28549;OS13;PID2690;((149.57751669425, -21.1628849005),)
28568;OS14;PID2691;((149.60496667249998, -21.162885152),)
28590;;PID2692;((137.56999998983332, -33.370000007),)
28604;;PID2693;((-0.8102766509999999, 49.588706628),)
28609;Nr.3;PID2694;((14.119080450565118, 54.2978372325),)
28610;;PID2695;((7.454398490482101, 54.0812606735),)
28644;;PID2696;((15.031133353867634, 42.045259479500004),)
28648;;PID2697;((12.472030185163021, 44.51443886384368),)
28654;Zona Alfa;PID2698;((9.09186357175, 39.038140028499996),)
12280;;PID2699;((13.179145385446123, 32.934193052351475),)
12293;No 2;PID2700;((25.716890157200396, -33.84597777854651),)
45066;;PID2701;((3.4063985379302224, 6.42464114818722),)
45068;;PID2702;((3.3738389890640974, 6.4480832777917385),)
45070;NPA Dockyard Apapa;PID2703;((3.371875863522291, 6.451045861467719),)
45071;Apapa Petroleum Jetties;PID2704;((3.3699931204319, 6.4544677734375),)
28733;;PID2705;((18.20375269049749, 58.695889846),)
28741;Echo;PID2706;((-0.834081047, 54.70228325550001),)
28743;Whiskey;PID2707;((-1.180833298, 54.794249162),)
28744;Echo;PID2708;((-0.8575129925, 54.718333301),)
28752;;PID2709;((-1.9392621419475438, 57.08040839),)
45142;;PID2710;((28.65360391378517, 44.10422969609499),)
28785;;PID2711;((-4.0832104985439965, 51.452974243499995),)
28793;;PID2712;((-3.4059949053972107, 50.4402082455),)
12447;;PID2713;((135.33276545510722, 34.465186768211424),)
28858;Mina Zayid;PID2714;((54.20741107160629, 24.746436341),)
28861;Musaffah Lighterage;PID2715;((54.149990393037534, 24.7297764285),)
28885;A;PID2716;((51.82776200599936, 25.3056710955),)
28893;VTTV Jetty Anchorage Number 4;PID2717;((33.3325000009958, 34.6885000305),)
28894;VTTV Jetty Anchorage Number 3;PID2718;((33.35216671150799, 34.6964999285),)
28896;VTTV Jetty Anchorage;PID2719;((33.35216671083648, 34.6883332725),)
28898;VTTV Jetty Anchorage Number 5;PID2720;((33.34233331408967, 34.688333231),)
28899;VTTV Jetty Anchorage Number 1;PID2721;((33.33250000100198, 34.6964999705),)
28900;VTTV Jetty Anchorage Number 2;PID2722;((33.342333314499996, 34.69649997),)
28917;;PID2723;((104.0877173505, 0.7400001764999999),)
28923;;PID2724;((-97.670833363, 22.2374999985),)
28924;;PID2725;((-97.71874778778266, 22.2181645405),)
28979;170A;PID2726;((142.95238695210213, 46.533380169),)
28998;;PID2727;((121.4662374925, 27.846800987),)
45564;;PID2728;((-9.10751891322434, 38.72575789690018),)
12869;;PID2729;((-3.418865231797099, 47.659172946587205),)
29328;;PID2730;((-61.565826551130975, 10.328609361),)
29333;;PID2731;((-61.583531190392044, 10.3500971655),)
29334;;PID2732;((48.758216639500006, 29.6452911565),)
29351;;PID2733;((29.101482299749996, 40.451089893),)
29352;;PID2734;((29.0637010724112, 40.461877654),)
29355;;PID2735;((27.611667966147515, 40.947230876999996),)
12991;;PID2736;((1.7344880521733896, 51.00750002078712),)
29394;;PID2737;((58.395018938, 23.699929956),)
13045;;PID2738;((-1.276144904550165, 46.10008271411061),)
29500;Terminal Anchorage;PID2739;((8.339948518784503, 4.1498829834999995),)
29502;;PID2740;((8.525502355769277, 4.113330636173487),)
13132;;PID2741;((14.870416496414691, 36.69124984648079),)
45912;Isewan Sea-Berth;PID2742;((136.74035389681194, 34.925809940323234),)
29533;;PID2743;((5.81914122956365, 36.840739497),)
29534;;PID2744;((-48.48645015307769, -1.095904628),)
29548;;PID2745;((119.85100963160963, 39.582449002000004),)
29549;No5;PID2746;((119.29528960222157, 38.8501930325),)
29561;;PID2747;((118.98772877064454, 24.725830018499998),)
29570;;PID2748;((111.32534523175, 21.1685619635),)
29572;No1;PID2749;((111.77040784100001, 21.452923016),)
29573;;PID2750;((111.3552100965263, 21.2494210105),)
29574;;PID2751;((111.38907629210718, 21.1656145095),)
29580;No3;PID2752;((108.58375520935235, 21.384244006499998),)
29581;No2;PID2753;((108.69943419113375, 21.383822522499997),)
29584;No2-2;PID2754;((108.3862500165, 21.385555565),)
29585;No2-2;PID2755;((108.3861805515, 21.3666666525),)
29589;No4;PID2756;((108.29879860444473, 21.2866666255),)
29590;No5;PID2757;((108.41777084677852, 21.1622639275),)
29591;No6-1;PID2758;((108.40784141187146, 21.069180546),)
29592;No6-2;PID2759;((108.49925478621955, 21.069180546),)
29594;;PID2760;((111.1671298876723, 20.9477135255),)
29596;;PID2761;((111.25037580422406, 21.166883194),)
29597;;PID2762;((110.86075629319768, 21.02243002),)
29598;;PID2763;((111.00045823846875, 20.948719521500003),)
29602;;PID2764;((100.984487312, 12.569475131499999),)
29603;;PID2765;((100.7565616135, 13.110731206499999),)
29637;D;PID2766;((55.04995164850063, 25.3416487805),)
29638;E;PID2767;((54.8841654415, 25.5250391635),)
29643;Bravo;PID2768;((55.284244992589166, 25.5466783045),)
29645;Zone IV;PID2769;((55.95128310969102, 26.0172698525),)
29646;;PID2770;((55.73082061315991, 26.544469781),)
29648;;PID2771;((55.951989400313124, 26.1081193845),)
29654;;PID2772;((56.24999400278655, 26.2925245655),)
29657;;PID2773;((56.254577175136184, 27.054470996),)
29662;Outer Anchorage;PID2774;((52.63709810550013, 24.474974535),)
29669;;PID2775;((39.50843629427254, 15.60724695213139),)
29676;A09;PID2776;((120.65132295460461, 14.498554221),)
29686;A10;PID2777;((120.65131944604218, 14.508920414373279),)
29688;A12;PID2778;((120.65803502686322, 14.508920414373279),)
29702;M7;PID2779;((120.65662116743624, 14.478566274046898),)
29703;Q3;PID2780;((120.6513351552853, 14.4897342795),)
46095;Jaya Container Terminal;PID2781;((79.8544193431735, 6.950785322114825),)
46096;Unity Container Terminal;PID2782;((79.854198647663, 6.958721475675702),)
46097;South Asia Gateway Terminal (SAGT);PID2783;((79.84448871575296, 6.946142166852951),)
29721;No.1;PID2784;((-44.05369264792398, -1.8994678785),)
29722;No.2;PID2785;((-44.07994608575, -2.0751096955),)
29747;No2;PID2786;((121.44324109429874, 40.549099487),)
29748;No3;PID2787;((121.36738436680699, 40.2493190015),)
29752;No6;PID2788;((121.24999995975, 36.1083333655),)
29759;No14;PID2789;((109.0509705195, 19.8605550355),)
29763;;PID2790;((109.03045225328529, 21.0496034795),)
29767;2;PID2791;((2.905061760106898, 51.923445397500004),)
29769;Schouwenbank;PID2792;((3.356518421929628, 51.8237416775),)
29772;6;PID2793;((3.773504154664141, 52.4531359125),)
29807;Banco Chico;PID2794;((-57.369081820212074, -34.855285822),)
29822;SA1;PID2795;((49.44319960095048, 27.7010404035),)
13442;Bravo;PID2796;((10.518824180214752, 59.33689299970865),)
29842;Bravo (West) JNP Outer Anchorage;PID2797;((72.43429127652098, 18.773174575),)
29843;;PID2798;((72.48298527624999, 18.766147205),)
29844;;PID2799;((73.07410514591427, 17.284030336),)
13480;;PID2800;((5.005632676184177, 60.822686925530434),)
29982;;PID2801;((136.3995340000838, -13.862378038465977),)
30026;;PID2802;((116.38289889475001, -20.081666666),)
13650;A;PID2803;((11.56811605937768, 57.57408350240439),)
13651;;PID2804;((11.180798683752933, 58.1827348144725),)
13654;;PID2805;((19.03700061298518, 59.23141098115593),)
13658;B;PID2806;((17.41548762700367, 60.70695761125535),)
13660;A;PID2807;((17.337176830477095, 60.74117476120591),)
13670;M4;PID2808;((11.694499994628131, 57.93391114566475),)
13685;;PID2809;((-2.376798363402486, 50.61555950436741),)
30118;;PID2810;((104.054083070734, 5.7342949875),)
30127;Echo;PID2811;((-0.8341442255, 54.7285810155),)
30132;;PID2812;((101.150631238, 9.077116828000001),)
13768;;PID2813;((-9.083740459755063, 52.65167847275734),)
30200;;PID2814;((105.92249984349999, -5.991666647),)
30201;;PID2815;((105.919999815, -6.0175001285),)
30203;;PID2816;((107.76739394699999, -5.841026748),)
30226;;PID2817;((20.774734516931503, 55.9595683955),)
30282;2;PID2818;((27.95589866532781, 43.133064508000004),)
30283;4;PID2819;((27.9501205879463, 43.0789939825),)
46694;;PID2820;((29.042075676843524, 41.06371804140508),)
46695;;PID2821;((29.037382397800684, 41.05707806535065),)
30312;;PID2822;((106.7290800344199, 20.469826022163033),)
14149;;PID2823;((-2.985380192100406, 53.36663532536477),)
14203;Anchorage Area B;PID2824;((-8.275336954508532, 51.76699998322874),)
14204;Anchorage Area A;PID2825;((-8.269458737298493, 51.838550004176795),)
14292;Zone I;PID2826;((56.020383904332824, 25.99499512463808),)
14303;U1 ULCC;PID2827;((38.95743273664266, 22.750223740004003),)
14324;;PID2828;((119.36083337757736, -5.106666628271341),)
14340;;PID2829;((-109.2148155416362, 25.528573310002685),)
14344;;PID2830;((-95.14375001192093, 16.128705642186105),)
14408;Baton Rouge General Anchorage;PID2831;((-91.21321443426723, 30.400628582574427),)
14422;White Castle Anchorage;PID2832;((-91.11156829804781, 30.196152389980853),)
14453;;PID2833;((-70.26246624067426, 11.75187692977488),)
14475;Eastern Working Area;PID2834;((100.88873523753136, 13.182177837006748),)
14567;Shanhaiguan Shipyard Anchorage;PID2835;((119.85139558425595, 39.931436204351485),)
14568;Penglai Gang Outter Anchorage;PID2836;((120.89166594950409, 37.89416946005076),)
14606;;PID2837;((23.05881611793962, 37.90665631648153),)
14742;No. 1;PID2838;((-38.49604939801357, -3.7019312381744385),)
14798;Luhuashan Beimaodi;PID2839;((122.6258525109896, 30.848317514173687),)
47602;Clydeport Greenock Ocean Terminal;PID2840;((-4.762478080629245, 55.954805965999995),)
14852;;PID2841;((109.19379802420735, 19.727596007287502),)
14887;Santa Monica Bay Commercial Anchorage ES-2;PID2842;((-118.48999452889538, 33.90333250164986),)
14991;;PID2843;((-9.400000227615237, 38.68500319775194),)
14992;;PID2844;((-9.406670755706728, 38.67100336588919),)
15039;;PID2845;((-7.425440261140466, 43.73304411303252),)
15065;No.3;PID2846;((-44.06099789310247, -23.012516666203737),)
15075;No 1;PID2847;((-34.79165648659949, -6.9166735745966434),)
15083;No. 3B;PID2848;((-48.52668714128781, -1.442498923279345),)
15084;No. 1;PID2849;((-48.518775715492666, -1.402122750878334),)
15085;No. 4;PID2850;((-48.52252206827379, -1.423795921728015),)
15111;;PID2851;((-81.31173374075027, -4.574171025305986),)
47914;;PID2852;((4.553671153262258, 51.83280861005187),)
15177;;PID2853;((-90.81747343763709, 13.904924830421805),)
15190;B;PID2854;((-79.92888496568105, 9.356254111044109),)
15191;A;PID2855;((-79.92720930453467, 9.371132450178266),)
15192;Hazardous Cargo Anchorage;PID2856;((-79.9334778160626, 9.376085065305233),)
15224;;PID2857;((-70.29389071348294, 11.801801263354719),)
15227;Zona de Fondeo Buques En Espera;PID2858;((-64.66492967397153, 10.263029267080128),)
15230;;PID2859;((-110.83838525486152, 27.864986867643893),)
15231;;PID2860;((-110.81845719598292, 27.863969556055963),)
15301;No 6;PID2861;((26.88131298870689, 38.81085424683988),)
15312;A;PID2862;((139.90067465230823, 35.49161912407726),)
15340;;PID2863;((133.43660334283578, 34.378832462243736),)
15368;;PID2864;((126.58901744987816, 37.48723665252328),)
15370;;PID2865;((126.582789870145, 37.41523941513151),)
15372;;PID2866;((126.58900967956612, 37.48724947683513),)
15384;Waiting anchorage No.1;PID2867;((126.39663892099634, 37.29665811639279),)
15386;;PID2868;((128.70192933349773, 35.06998001597822),)
15389;Western Working Area 1;PID2869;((100.83929647379765, 13.183150640688837),)
15390;;PID2870;((100.81465687858673, 13.098862683400512),)
15391;;PID2871;((100.78157889191061, 13.114410610869527),)
15419;;PID2872;((100.58645459132609, 13.675655177794397),)
48208;Offshore Oil Terminal;PID2873;((69.67491201125085, 22.441271524876356),)
15446;;PID2874;((45.3411262906631, 2.0111402682960033),)
15454;No7;PID2875;((39.354510194245485, -6.776367807760835),)
15456;No4;PID2876;((39.346485096347536, -6.768485801294446),)
15458;No2;PID2877;((39.33383266412487, -6.750661684200168),)
15459;No1;PID2878;((39.327667625169305, -6.744963708333671),)
15460;No3;PID2879;((39.32683585418208, -6.753334924578667),)
15522;;PID2880;((-68.05000571557629, 10.533367437310517),)
15523;Bravo;PID2881;((-67.99999716226012, 10.519168158061802),)
15524;ALFA;PID2882;((-68.03000414511189, 10.515847918577492),)
15530;;PID2883;((170.54856925271451, -45.86853699758649),)
15531;;PID2884;((-80.88030282435855, -2.1616376750171185),)
15532;;PID2885;((-80.92726804521075, -2.161645176820457),)
15616;Commercial Anchorage F (outside of Long Beach Breakwater);PID2886;((-118.21464301643529, 33.70615204330534),)
15631;New Haven North Anchorage Ground;PID2887;((-72.87448001686367, 41.19044931605458),)
15634;New Haven North Anchorage Ground;PID2888;((-72.84315435681492, 41.19437359739095),)
48429;Hafen Schulau;PID2889;((9.697942519560456, 53.57020732015371),)
15714;Portland Harbor Maine Anchorage Area B;PID2890;((-70.21209958812418, 43.6575077008456),)
15715;Portland Harbor Maine Anchorage Area C;PID2891;((-70.2078724323871, 43.64822340197861),)
15780;East Passage Anchorage Area B;PID2892;((-71.29044272369927, 41.603441862389445),)
15781;East Passage Anchorage Area B;PID2893;((-71.30580038249434, 41.56612282153219),)
15809;Naval Anchorage Area A;PID2894;((-76.0370182609274, 36.94137866143137),)
15810;Commercial Explosives Anchorage Area E;PID2895;((-76.20573676917192, 36.98487906251103),)
16005;;PID2896;((29.011605864449677, 40.98580305464566),)
16006;;PID2897;((29.016475194998975, 41.04273709002882),)
16017;;PID2898;((74.74003532901406, 12.933586724102497),)
48876;PT INDAH KIAT;PID2899;((106.00472669242882, -5.8807910415),)
48879;Pelsus PT DKI;PID2900;((116.73628589815628, -1.10818529),)
48915;SBM-2 Terminal;PID2901;((100.77762401662767, 13.071445897221565),)
16197;Le Verdon;PID2902;((-1.050337279662127, 45.5604166444391),)
16198;Suzac;PID2903;((-1.0112673488580972, 45.564649547450244),)
16199;Zone Tanger Med Ouest;PID2904;((-5.585246950785212, 35.87541670538485),)
16218;;PID2905;((35.31030678190291, 33.524510292336345),)
16223;;PID2906;((-4.049229873581471, 5.219965022988617),)
16226;;PID2907;((8.810550011694431, -0.6462100334465504),)
49022;;PID2908;((4.625607328489423, 51.754595059901476),)
16257;;PID2909;((9.73739295083988, 2.941149976104498),)
49085;Terminal Del Guazú S.A.;PID2910;((-58.883097625875926, -33.902264898),)
49142;;PID2911;((-59.11764353513718, -34.023909363895655),)
